loss	mae	val_loss	val_mae
3.052046775817871	3.052046537399292	1.43117094039917	1.43117094039917
2.1972389221191406	2.1972384452819824	1.4095851182937622	1.4095851182937622
1.8520432710647583	1.8520439863204956	1.391979694366455	1.391979694366455
1.6342942714691162	1.6342946290969849	1.6883907318115234	1.6883907318115234
1.5150971412658691	1.515096664428711	1.7232855558395386	1.7232855558395386
1.4233020544052124	1.4233026504516602	1.4578912258148193	1.4578912258148193
1.3889734745025635	1.3889734745025635	1.2496672868728638	1.2496672868728638
1.3348758220672607	1.3348755836486816	1.3307125568389893	1.3307125568389893
1.263253092765808	1.263253092765808	1.1794943809509277	1.1794943809509277
1.2152595520019531	1.2152600288391113	1.3692854642868042	1.3692854642868042
1.1869806051254272	1.186980128288269	1.3993195295333862	1.3993195295333862
1.1432209014892578	1.1432210206985474	1.5797125101089478	1.5797125101089478
1.093288779258728	1.0932894945144653	1.5544062852859497	1.5544062852859497
1.0512360334396362	1.0512362718582153	1.2487640380859375	1.2487640380859375
1.0237921476364136	1.0237922668457031	1.3618848323822021	1.3618848323822021
1.00650954246521	1.0065101385116577	1.3655626773834229	1.3655626773834229
0.9729586839675903	0.9729581475257874	1.3719936609268188	1.3719936609268188
0.9752536416053772	0.9752542972564697	1.2968965768814087	1.2968965768814087
0.9501736760139465	0.9501736760139465	1.505816102027893	1.505816102027893
0.9242069721221924	0.9242069721221924	1.6529992818832397	1.6529992818832397
0.9073706865310669	0.9073704481124878	1.5421568155288696	1.5421568155288696
0.8902022838592529	0.890202522277832	1.6349374055862427	1.6349374055862427
0.877173125743866	0.8771729469299316	1.3166052103042603	1.3166052103042603
0.8680182695388794	0.8680180311203003	1.5378913879394531	1.5378913879394531
0.8459718823432922	0.8459718227386475	1.9039186239242554	1.9039186239242554
0.8538835644721985	0.8538829684257507	1.3881601095199585	1.3881601095199585
0.822203516960144	0.822203516960144	1.2927066087722778	1.2927066087722778
0.8283983469009399	0.8283984661102295	1.771254062652588	1.771254062652588
0.815338671207428	0.8153381943702698	1.5612106323242188	1.5612106323242188
0.7982270121574402	0.7982276678085327	1.2352080345153809	1.2352080345153809
0.8004257082939148	0.8004254698753357	1.5248713493347168	1.5248713493347168
0.7821671962738037	0.7821667790412903	1.274813175201416	1.274813175201416
0.7765964269638062	0.7765967845916748	1.4382747411727905	1.4382747411727905
0.7749446630477905	0.7749444842338562	1.629945993423462	1.629945993423462
0.7637379765510559	0.7637380361557007	1.212745189666748	1.212745189666748
0.7598754167556763	0.7598750591278076	1.5191614627838135	1.5191614627838135
0.7469045519828796	0.7469046115875244	1.2974250316619873	1.2974250316619873
0.7418652772903442	0.7418650984764099	1.3284649848937988	1.3284649848937988
0.7386552095413208	0.738654613494873	1.431610107421875	1.431610107421875
0.7344978451728821	0.7344979643821716	1.4335166215896606	1.4335166215896606
0.7229022979736328	0.7229025363922119	1.632878065109253	1.632878065109253
0.7209154963493347	0.7209155559539795	1.478511095046997	1.478511095046997
0.7042416334152222	0.7042419910430908	1.4901385307312012	1.4901385307312012
0.7046262621879578	0.7046266198158264	1.4444804191589355	1.4444804191589355
0.7064936757087708	0.7064943313598633	1.488264799118042	1.488264799118042
0.700038731098175	0.7000385522842407	1.4934018850326538	1.4934018850326538
0.6972441673278809	0.6972439289093018	1.5277304649353027	1.5277304649353027
0.6868534088134766	0.6868537068367004	1.2149105072021484	1.2149105072021484
0.6880397796630859	0.6880397200584412	1.3597617149353027	1.3597617149353027
0.6764432191848755	0.6764428019523621	1.666758418083191	1.666758418083191
0.6793513894081116	0.6793515682220459	1.5140440464019775	1.5140440464019775
0.6704716086387634	0.6704714894294739	1.9113521575927734	1.9113521575927734
0.6644815802574158	0.6644817590713501	1.434364676475525	1.434364676475525
0.6558960676193237	0.6558957695960999	1.2590336799621582	1.2590336799621582
0.6582199931144714	0.6582204103469849	1.2149124145507812	1.2149124145507812
0.6525932550430298	0.6525931358337402	1.3715782165527344	1.3715782165527344
0.6403992176055908	0.6403995156288147	1.7575020790100098	1.7575020790100098
0.6411359310150146	0.6411359906196594	1.346161961555481	1.346161961555481
0.6398202180862427	0.6398203372955322	1.751179814338684	1.751179814338684
0.6399202346801758	0.6399203538894653	1.5227118730545044	1.5227118730545044
0.6296398639678955	0.6296399235725403	1.906728982925415	1.906728982925415
0.6227709650993347	0.6227704882621765	1.2693730592727661	1.2693730592727661
0.6279449462890625	0.6279448866844177	1.2315627336502075	1.2315627336502075
0.6198312044143677	0.6198316216468811	1.1795367002487183	1.1795367002487183
0.6156518459320068	0.6156517267227173	1.2158879041671753	1.2158879041671753
0.6135377883911133	0.6135380268096924	1.656481385231018	1.656481385231018
0.6049115061759949	0.6049113869667053	1.186251163482666	1.186251163482666
0.6063438653945923	0.6063435077667236	1.2535090446472168	1.2535090446472168
0.5988103151321411	0.5988106727600098	1.700620174407959	1.700620174407959
0.5947902798652649	0.5947906374931335	1.144637942314148	1.144637942314148
0.590340256690979	0.5903403162956238	1.2515389919281006	1.2515389919281006
0.5941889882087708	0.5941890478134155	1.2491792440414429	1.2491792440414429
0.5919601321220398	0.5919601917266846	1.2789273262023926	1.2789273262023926
0.5834318995475769	0.5834315419197083	1.156594157218933	1.156594157218933
0.586674690246582	0.5866746306419373	1.1314618587493896	1.1314618587493896
0.5789148211479187	0.5789151787757874	1.2487815618515015	1.2487815618515015
0.5760496258735657	0.5760497450828552	1.4397403001785278	1.4397403001785278
0.5705500245094299	0.5705500245094299	1.1308746337890625	1.1308746337890625
0.5734301209449768	0.5734301209449768	1.7489081621170044	1.7489081621170044
0.5708528757095337	0.5708528757095337	1.1398297548294067	1.1398297548294067
0.5628441572189331	0.5628441572189331	1.4939601421356201	1.4939601421356201
0.5615106821060181	0.5615109205245972	1.3720118999481201	1.3720118999481201
0.5587757229804993	0.5587756037712097	1.2426178455352783	1.2426178455352783
0.5544350743293762	0.5544348955154419	1.1553884744644165	1.1553884744644165
0.5529004335403442	0.5529001951217651	1.1292935609817505	1.1292935609817505
0.5496340990066528	0.5496339797973633	1.6696842908859253	1.6696842908859253
0.5488405227661133	0.5488405823707581	1.130232334136963	1.130232334136963
0.5442548990249634	0.5442550182342529	1.201597809791565	1.201597809791565
0.5388643741607666	0.5388645529747009	1.1752278804779053	1.1752278804779053
0.5343891382217407	0.5343894362449646	1.3279118537902832	1.3279118537902832
0.5357186794281006	0.5357186794281006	1.1568859815597534	1.1568859815597534
0.5308288931846619	0.5308287143707275	1.4189257621765137	1.4189257621765137
0.5286804437637329	0.5286803245544434	1.2718802690505981	1.2718802690505981
0.533093273639679	0.5330929756164551	1.3478997945785522	1.3478997945785522
0.5261823534965515	0.5261819958686829	1.6930886507034302	1.6930886507034302
0.5210941433906555	0.5210939049720764	1.889801025390625	1.889801025390625
0.5185918211936951	0.5185916423797607	1.140596866607666	1.140596866607666
0.5218245983123779	0.5218247175216675	1.171308994293213	1.171308994293213
0.5195363163948059	0.519536018371582	1.2650771141052246	1.2650771141052246
0.51064133644104	0.5106412172317505	1.1229000091552734	1.1229000091552734
0.5078392624855042	0.5078392028808594	1.4261912107467651	1.4261912107467651
0.5083471536636353	0.5083474516868591	1.2298036813735962	1.2298036813735962
0.5017989277839661	0.5017989873886108	1.1433534622192383	1.1433534622192383
0.5047158002853394	0.5047159194946289	1.1855487823486328	1.1855487823486328
0.49897339940071106	0.49897342920303345	1.0972352027893066	1.0972352027893066
0.5003799200057983	0.5003798604011536	1.0621706247329712	1.0621706247329712
0.49755483865737915	0.4975546598434448	1.1699581146240234	1.1699581146240234
0.49645522236824036	0.4964551329612732	2.243457317352295	2.243457317352295
0.4960753619670868	0.49607527256011963	1.145843505859375	1.145843505859375
0.48873263597488403	0.48873260617256165	1.2203134298324585	1.2203134298324585
0.48929256200790405	0.4892919957637787	1.2520517110824585	1.2520517110824585
0.4958125948905945	0.49581241607666016	1.259792447090149	1.259792447090149
0.4855864942073822	0.4855865240097046	1.149360179901123	1.149360179901123
0.4850933253765106	0.48509347438812256	1.138723373413086	1.138723373413086
0.48050615191459656	0.48050594329833984	1.1986891031265259	1.1986891031265259
0.47944316267967224	0.4794430732727051	1.1484462022781372	1.1484462022781372
0.47901836037635803	0.47901827096939087	1.5375754833221436	1.5375754833221436
0.4788305461406708	0.4788305461406708	1.1919479370117188	1.1919479370117188
0.4790065586566925	0.47900640964508057	1.1056458950042725	1.1056458950042725
0.4732791781425476	0.47327926754951477	1.0777024030685425	1.0777024030685425
